Rank,Artist,Weeks_on_Chart,Peak_Rank,Peak_Streams,Total_Streams,Weekly_Rank,Weekly_Streams,spotify_id,genres,popularity,followers,vector,Track_Name
682,Daven Wu,34,86,102036,2902517,,,1ozUFRkT8GzwGMFKm80fs8,"mandopop, c-pop, chinese r&b",48,10308,"[0.3, 0.3, 0.3, 0.7, 0.7]",安静的稻草人
683,TIA LEE,78,6,87921,2901383,,,0e5t7vKh3Xjj9q0UpPd7os,"mandopop, taiwanese pop, c-pop",24,6548,"[0.2, 0.2, 0.4, 0.6, 0.8]",是我不夠好
684,Yoga Lin,35,7,195793,2895288,,,1GPoTgvXd5OqZMF1akOsV2,"mandopop, taiwanese pop, c-pop, chinese r&b, cantopop, taiwanese indie",53,710421,"[0.4, 0.7, 0.6, 0.8, 0.8]",少女
685,Dean Lewis,44,3,117600,2893030,,,3QSQFmccmX81fWCUSPTS7y,,76,4192714,"[0.3, 0.3, 0.7, 0.8, 0.9]",be alright
687,Chappell Roan,27,70,139226,2888626,,,7GlBOeep6PqTfFi59PTUUN,,82,7433757,"[0.7, 0.8, 0.8, 0.9, 0.9]","good luck, babe"
688,i-dle,20,12,267471,2886758,,,2AfmfGFbe0A0WsTYm0SDTx,k-pop,70,11029613,"[0.6, 0.7, 0.8, 0.9, 0.9]",allergy
689,KISS OF LIFE,22,23,252205,2885834,,,4TEK9tIkcoxib4GxT3O4ky,k-pop,66,2493064,"[0.8, 0.7, 0.8, 0.9, 0.9]",midas touch
690,Gyubin,18,17,255503,2883352,,,7nScMbyBG94XsSpe7yrImS,,45,76948,"[0.6, 0.8, 0.7, 0.9, 0.9]",really like you
691,Cosmos People,33,18,162100,2877158,,,0tNjyz75Px29Yuf1sjs25G,"taiwanese indie, chinese indie, taiwanese pop, mandopop, c-pop",48,122620,"[0.3, 0.3, 0.6, 0.8, 0.8]",藍色的你
692,DaBaby,31,29,139684,2873999,,,4r63FhuTkUYltbVAg5TQnk,,78,13005549,"[0.9, 0.4, 0.9, 0.9, 0.7]",rockstar
693,The Weeknd,28,19,176009,2873427,,,1Xyo4u8uXC1ZmMpatF05PJ,,95,114144399,"[0.8, 0.7, 0.9, 0.9, 0.8]",save your tears
694,Firdhaus,29,94,124283,2870975,,,6fOqdhRNsMQqtwRwgo3NUv,"mandopop, c-pop, chinese r&b, taiwanese pop",58,155478,"[0.6, 0.5, 0.3, 0.9, 1.0]","人生,起起落落落落落"
695,王ADEN,25,27,203362,2868177,,,4ecBfM4xa6ZLDr7P8lsyTV,"chinese r&b, chinese hip hop, mandopop, c-pop, taiwanese pop, chinese indie",49,61064,"[0.7, 0.7, 0.4, 0.9, 1.0]",23/17
696,Shawn Mendes,22,7,239028,2867444,,,7n2wHs1TKAczGzO7Dd2rGr,,83,45816443,"[0.4, 0.2, 0.9, 0.9, 1.0]",monster
697,Martin Garrix,42,1,159369,2866709,,,60d24wfXkVzDSfLS6hyCjZ,"edm, progressive house, electronica",75,15120258,"[0.5, 0.3, 0.9, 0.8, 1.0]",so far away
698,颜人中,25,65,140778,2859342,,,5PNcqs6EtD6gSXgUiiJIUU,"mandopop, c-pop, chinese r&b",60,413138,"[0.3, 0.2, 0.5, 0.9, 1.0]",躺在你怀里做一场梦
699,Kenshi Yonezu,25,11,209827,2857919,,,1snhtMLeb2DYoMOcVbb8iB,"j-pop, anime, j-rock",80,7551670,"[0.9, 0.8, 0.7, 0.9, 1.0]",kick back
700,Trevor Daniel,33,34,137075,2856709,,,7uaIm6Pw7xplS8Dy06V6pT,,61,932622,"[0.4, 0.1, 0.8, 0.9, 1.0]",falling
701,A Si,55,65,80343,2853387,,,4yamiVzQPYBb02ceSu0jaI,"mandopop, chinese indie, c-pop, taiwanese indie, taiwanese pop, chinese r&b",41,59462,"[0.3, 0.4, 0.5, 0.8, 1.0]",致姗姗来迟的你
702,Marshmello,42,9,125913,2850298,,,64KEffDW9EtZ1y2vBYgq8T,edm,81,34522943,"[0.7, 0.5, 0.9, 0.8, 1.0]",silence
704,Chih Siou,21,7,249501,2843402,,,6cMRDBCHMYjyCH2D0s6uzr,"taiwanese indie, taiwanese pop, chinese indie, mandopop, c-pop, chinese r&b",42,74277,"[0.7, 0.6, 0.3, 0.9, 0.8]",根本不是我對手
705,Clean Bandit,55,9,102742,2842135,,,6MDME20pz9RveH9rEXvrOM,,75,6002085,"[0.8, 0.7, 0.9, 0.8, 0.9]",rockabye
706,Lewis Capaldi,49,41,114970,2841896,,,4GNC7GD6oZMSxPGyXy4MNB,soft pop,80,14106634,"[0.4, 0.2, 0.9, 0.9, 0.9]",before you go
707,Patrick Brasca,17,16,317586,2837978,,,1xCrrnnj9xif5G0y3ie5dM,"chinese r&b, chinese hip hop, mandopop, c-pop, taiwanese pop",58,175258,"[0.7, 0.7, 0.6, 0.8, 0.8]",six degrees
708,Ronghao Li,83,3,69815,2832403,,,0rTP0x4vRFSDbhtqcCqc8K,"mandopop, c-pop, taiwanese pop",58,1082705,"[0.3, 0.3, 0.4, 0.7, 0.9]",喜劇之王
709,Shawn Mendes,47,11,117354,2829912,,,7n2wHs1TKAczGzO7Dd2rGr,,83,45816443,"[0.8, 0.8, 0.9, 0.8, 0.9]",theres nothing holdin me back
710,Ed Sheeran,31,9,155668,2829253,,,6eUKZXaKkcviH0Ku9w2n3V,soft pop,89,123226405,"[0.7, 0.7, 0.9, 0.9, 0.8]",south of the border
711,Camila Cabello,29,22,152522,2817920,,,4nDoRrQiYLoBzwC5BhVJzF,,79,35676751,"[0.7, 0.8, 0.9, 0.9, 0.8]",bam bam
712,NICKTHEREAL,31,7,169063,2813938,,,1fHw35wWkpOw05sswFSl70,"chinese hip hop, mandopop, chinese r&b, taiwanese pop, c-pop",51,236329,"[0.8, 0.7, 0.5, 0.9, 0.8]",i go
713,Avicii,47,10,118290,2807693,,,1vCWHaC5f2uS3yhpwWbIA6,edm,80,23459596,"[0.7, 0.4, 0.8, 0.8, 0.8]",lonely together
714,Lauv,39,14,157482,2805595,,,5JZ7CnR6gTvEMKX4g70Amv,,74,6836209,"[0.7, 0.6, 0.8, 0.9, 0.7]",mean it
715,Mark Ronson,87,2,126085,2797057,,,3hv9jJF3adDNsBSIQDqcjp,,75,1307613,"[0.9, 0.9, 0.9, 0.8, 0.7]",uptown funk
716,ROSÉ,19,18,403993,2796068,,,3eVa5w3URK5duf6eyVDbu9,k-pop,79,13514005,"[0.3, 0.4, 0.6, 0.9, 0.7]",drinks or coffee
717,Tangerine Wong,65,76,84965,2782394,,,3Njp7uhQShnPMdKarS6Vsu,"mandopop, taiwanese pop, c-pop",38,7319,"[0.6, 0.7, 0.4, 0.3, 0.8]",惡作劇
718,Ariana Grande,47,1,178318,2768100,,,66CXWjxzNUsdJxJ2JdwvnR,pop,93,107849328,"[0.7, 0.7, 0.9, 0.9, 0.9]",no tears le to cry
719,BABYMONSTER,18,14,310129,2759395,,,1SIocsqdEefUTE6XKGUiVS,k-pop,75,6026060,"[0.9, 0.7, 0.8, 1.0, 0.8]",hot sauce
720,Eve Ai,30,9,180804,2759271,,,6eLpNMX3ZygSrUuxAlIWIx,"taiwanese pop, mandopop, c-pop, chinese indie",44,209045,"[0.4, 0.3, 0.5, 0.7, 0.9]",我這個人
721,SEVENTEEN,16,7,397647,2759052,,,7nqOGRxlXj7N2JYbgNEjYH,k-pop,78,13739458,"[0.9, 0.7, 0.7, 1.0, 0.8]",maestro
722,Charlie Puth,45,5,145219,2757301,,,6VuMaDnrHyPL1p4EHjYLi7,"soft pop, pop",81,25430403,"[0.7, 0.6, 0.8, 0.8, 0.8]",how long
723,R-chord,72,1,91873,2756270,,,5XkrVVn0lQIVPkH55nbTgZ,"mandopop, taiwanese pop, c-pop",49,168239,"[0.7, 0.8, 0.6, 0.6, 0.9]",愛不需要裝乖
724,Imagine Dragons,46,16,105277,2752450,,,53XhwfbYqKCa1cC15pYq2q,,86,58540315,"[0.9, 0.7, 0.9, 0.8, 0.7]",thunder
726,Jonas Blue,45,8,126940,2743829,,,1HBjj22wzbscIZ9sEb5dyf,tropical house,73,3880818,"[0.8, 0.7, 0.8, 0.7, 0.7]",mama
727,玖壹壹,54,82,77359,2739647,,,3w8fdvgPp2aKgy125EBgVg,"taiwanese pop, mandopop, chinese hip hop, c-pop",54,374668,"[0.9, 0.8, 0.7, 0.7, 0.8]",來個蹦蹦
728,TOMORROW X TOGETHER,17,16,285840,2738672,,,0ghlgldX5Dd6720Q3qFyQB,k-pop,77,12103381,"[0.7, 0.4, 0.7, 0.9, 0.7]",deja vu
729,艾蜜莉AMILI,22,15,225338,2731871,,,2yphKbezBLHQNhrVEA4Uup,"chinese hip hop, taiwanese pop, chinese r&b",39,23658,"[0.6, 0.7, 0.4, 0.9, 0.8]",麻克與林送夫
730,G-DRAGON,39,33,141589,2730560,,,30b9WulBM8sFuBo17nNq9c,"k-pop, k-rap",70,3927975,"[0.3, 0.2, 0.6, 0.6, 0.8]","untitled, 2014 kr ver"
732,GooGoo,23,36,205849,2716731,,,2cN49MJcKOfWT8gJHfYWaf,"mandopop, c-pop, chinese r&b",37,4441,"[0.5, 0.4, 0.3, 0.9, 0.7]",可能是风太大了吧
733,瘦子E.SO,23,12,207020,2714427,,,2qXGNIlmY3JrYkxOWyXZsd,"chinese hip hop, mandopop, chinese r&b, taiwanese pop, c-pop",48,320740,"[0.5, 0.6, 0.5, 0.8, 0.8]",妹妹
734,丁禹兮,21,41,187088,2713946,,,3QsYgWFpxcaXgZLFWReamy,"gufeng, c-pop, mandopop, chinese r&b",45,30902,"[0.6, 0.4, 0.3, 0.9, 0.9]",消散对白
735,Maroon 5,103,1,70285,2709641,,,04gDigrS5kc9YWfZHwBETP,pop,87,45987057,"[0.8, 0.7, 0.8, 0.8, 0.7]",maps
736,Kendrick Lamar,29,1,170729,2709055,,,2YZyLoL8N0Wb9xBt1NhZWg,"hip hop, west coast hip hop",90,44990247,"[0.6, 0.5, 0.7, 0.8, 0.8]",all the stars
738,Drake,46,5,91178,2700746,,,3TVXtAsR1Inumwj472S9r4,rap,96,103910154,"[0.7, 0.7, 0.9, 0.8, 0.7]",one dance
739,Stray Kids,19,20,262788,2689435,,,2dIgFjalVxs4ThymZ67YCE,"k-pop, noise music",86,21289504,"[0.9, 0.8, 0.7, 1.0, 0.8]",chk chk boom
740,Nan Quan Mama,46,138,76646,2689026,,,48Smhc0ISwYYRSad1uXSns,"mandopop, taiwanese pop, c-pop",44,70171,"[0.4, 0.3, 0.5, 0.7, 0.9]",下雨天
741,Shawn Mendes,73,3,88793,2674176,,,7n2wHs1TKAczGzO7Dd2rGr,,83,45816443,"[0.7, 0.6, 0.8, 0.7, 0.8]",stitches
742,David Guetta,34,62,101739,2667421,,,1Cs0zKBU1kc0i8ypK3B9ai,edm,88,27235776,"[0.9, 0.8, 0.9, 1.0, 0.6]",im good
743,Fish Leong,40,25,100848,2656139,,,3aIDSTKS9yH745GUQBxDcS,"mandopop, taiwanese pop, c-pop",58,1090756,"[0.3, 0.2, 0.4, 0.6, 0.9]",我好嗎
744,Taylor Swift,36,1,296961,2652937,,,06HL4z0CvFAxyc27GXpf02,,100,146788169,"[0.8, 0.3, 0.9, 0.9, 0.8]",look what you made me do
745,Starley,47,11,98035,2643368,,,02A3cEvlLLCbIMVDrK2GHV,,55,229851,"[0.9, 0.7, 0.8, 0.7, 0.5]",call on me ryan riback extended remix
746,FIFTY FIFTY,24,49,146616,2633001,,,4GJ6xDCF5jaUqD6avOuQT6,k-pop,65,2010845,"[0.6, 0.7, 0.7, 0.8, 0.6]",cupid twin ver
747,TWICE,39,6,181901,2627172,,,7n2Ycct7Beij7Dj7meI4X0,k-pop,83,23552759,"[0.8, 0.9, 0.9, 0.8, 0.7]",fancy
748,JP Saxe,58,95,64365,2620849,,,66W9LaWS0DPdL7Sz8iYGYe,,62,632074,"[0.3, 0.2, 0.6, 0.8, 0.8]",if the world was ending
749,Sia,119,1,45795,2619804,,,5WUlDfRSoLAfcVSX1WnrxN,,85,30671379,"[0.7, 0.4, 0.8, 0.7, 0.9]",chandelier
750,i-dle,22,18,214070,2615106,,,2AfmfGFbe0A0WsTYm0SDTx,k-pop,70,11029613,"[0.6, 0.6, 0.7, 0.9, 0.7]",i do
751,JOLIN,38,9,129709,2613212,,,1r9DuPTHiQ7hnRRZ99B8nL,"mandopop, c-pop, taiwanese pop",59,1173703,"[0.7, 0.7, 0.7, 0.8, 0.8]",消極掰
752,Tanya Chua,89,52,48383,2613030,,,376pcuw4IgWBMOUwCr8kIm,"mandopop, taiwanese pop, c-pop",58,713255,"[0.3, 0.2, 0.3, 0.5, 0.9]",拋物線
753,Justin Bieber,20,2,243040,2610092,,,1uNFoZAHBGtllmzznpCI3s,,92,85407639,"[0.7, 0.7, 0.9, 0.8, 0.8]",yummy
754,頑童Mj116,18,20,229641,2605170,,,7aMQdNM05rPkcHS1ethHUx,"chinese hip hop, taiwanese pop, mandopop, chinese r&b",54,322715,"[0.8, 0.7, 0.6, 0.7, 0.6]",兄弟們要進城
755,Dua Lipa,44,4,126652,2604335,,,6M2wZ9GZgrQXHCFfjv46we,pop,87,47063263,"[0.8, 0.6, 0.9, 0.9, 0.7]",idgaf
756,JJ Lin,60,17,93690,2599105,,,7Dx7RhX0mFuXhCOUgB01uM,"mandopop, c-pop, taiwanese pop",66,3944309,"[0.5, 0.5, 0.7, 0.7, 0.8]",偉大的渺小
757,IN-K,27,97,121141,2594998,,,7h7bdV2cTz6zruH7qYC2ME,"chinese r&b, c-pop, gufeng, mandopop",45,9083,"[0.6, 0.4, 0.3, 0.9, 0.2]",迷失幻境
759,V,27,19,159714,2587702,,,3JsHnjpbhX4SnySpvpa9DK,k-pop,76,20147531,"[0.3, 0.3, 0.6, 0.9, 0.7]",christmas tree
760,BLACKPINK,27,7,228862,2583681,,,41MozSoPIsD1dJM0CLPjZF,k-pop,82,56449939,"[0.6, 0.4, 0.8, 0.9, 0.7]",hard to love
761,郭顶,58,107,62892,2582488,,,1CqvjaECUkhe4BMeYz4Ihh,"chinese indie, taiwanese indie, mandopop, c-pop, chinese rock, taiwanese pop",46,151382,"[0.2, 0.2, 0.4, 0.7, 0.8]",水星记
762,Liam Payne,39,10,127992,2580281,,,5pUo3fmmHT8bhCyHE52hA6,,63,10234552,"[0.7, 0.7, 0.8, 0.8, 0.7]",strip that down
763,Julia Michaels,63,12,116592,2574285,,,0ZED1XzwlLHW4ZaG4lOT6m,,70,5302151,"[0.6, 0.4, 0.7, 0.8, 0.8]",issues
764,Taylor Swift,22,2,276380,2561659,,,06HL4z0CvFAxyc27GXpf02,,100,146788169,"[0.4, 0.8, 0.8, 0.9, 0.7]",lover
765,David Guetta,31,3,170547,2552241,,,1Cs0zKBU1kc0i8ypK3B9ai,edm,88,27235776,"[0.9, 0.7, 0.9, 0.9, 0.6]",2u
766,Post Malone,48,8,110641,2551695,,,246dkjvS1zLTtiykXe5h60,,87,47826801,"[0.8, 0.5, 0.8, 0.8, 0.7]",rockstar
767,Imagine Dragons,24,29,145475,2546073,,,53XhwfbYqKCa1cC15pYq2q,,86,58540315,"[0.8, 0.4, 0.8, 0.9, 0.7]",enemy
768,Bebe Rexha,55,24,80110,2542862,,,64M6ah0SkkRsnPGtGiRAbb,,77,9874448,"[0.7, 0.8, 0.8, 0.8, 0.8]",meant to be
770,G.E.M.,87,21,86449,2540005,,,7aRC4L63dBn3CiLDuWaLSI,"mandopop, c-pop, cantopop, taiwanese pop, gufeng",66,3534422,"[0.7, 0.4, 0.7, 0.8, 0.9]",再見
771,Taylor Swift,27,1,216000,2537600,,,06HL4z0CvFAxyc27GXpf02,,100,146788169,"[0.7, 0.8, 0.9, 0.9, 0.8]",you need to calm down
772,BOYNEXTDOOR,16,15,325254,2535763,,,4hnHLgMSOiqERWBL4jINP1,k-pop,70,1912721,"[0.6, 0.7, 0.7, 1.0, 0.8]","if i say, i love you"
773,Ed Sheeran,53,9,133704,2534921,,,6eUKZXaKkcviH0Ku9w2n3V,soft pop,89,123226405,"[0.7, 0.7, 0.8, 0.8, 0.8]",galway girl
774,Rosie Yang,71,7,78376,2533109,,,2ntZsLcOfgq1xlnXi8A4mz,"mandopop, taiwanese pop, c-pop",29,6177,"[0.7, 0.9, 0.6, 0.7, 0.9]",怎麼還不愛
775,Mayday,44,29,145462,2528146,,,3WfJ1OtrWI7RViX9DMyEGy,"pop punk, emo",61,1391952,"[0.6, 0.7, 0.7, 0.6, 0.8]",溫柔
776,LBI利比,16,17,251595,2517031,,,1xMn0bhYRWHDV01mU8gP1J,"chinese r&b, mandopop, c-pop",63,185518,"[0.5, 0.4, 0.3, 0.8, 0.9]",烂片剧情
777,A-Lin,77,3,73040,2514574,,,28gf2piFx6cAKOMIwcky5a,"mandopop, taiwanese pop, c-pop, gufeng",58,1147809,"[0.3, 0.2, 0.7, 0.7, 0.9]",忘記擁抱
778,The Crane,27,52,139728,2508174,,,5U6leWxYKsuTkd4kXcF1a6,,62,403686,"[0.4, 0.5, 0.3, 0.9, 0.8]",不介意
779,Why Don't We,46,50,111016,2500748,,,2jnIB6XdLvnJUeNTy5A0J2,,66,3790078,"[0.6, 0.7, 0.8, 0.9, 0.8]",what am i
780,Lil Nas X,28,13,129361,2500508,,,7jVv8c5Fj3E9VhNjxT4snq,,73,12309761,"[0.8, 0.9, 0.9, 0.9, 0.7]",old town road remix
781,Sam Smith,110,1,42714,2493656,,,2wY79sveU1sp5g7SokKOiI,soft pop,82,26389901,"[0.3, 0.2, 0.8, 0.7, 0.9]",stay me
782,Clean Bandit,38,3,143774,2492793,,,6MDME20pz9RveH9rEXvrOM,,75,6002085,"[0.9, 0.8, 0.9, 0.8, 0.6]",solo
783,Jay Chou,24,32,331399,2491845,,,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.4, 0.3, 0.8, 0.5, 0.7]",夜曲
784,Diana Wang,65,54,96355,2489290,,,6qMCbcnBinopCiiCrKQlF3,"chinese r&b, mandopop, taiwanese pop, c-pop, taiwanese indie",42,80652,"[0.5, 0.6, 0.4, 0.8, 0.9]",home
785,LISA,9,7,464336,2485188,,,5L1lO4eRHmJ7a0Q6csE5cT,k-pop,76,13456472,"[0.7, 0.6, 0.7, 0.9, 0.5]",moonlit floor
786,頑童Mj116,16,10,290864,2481078,,,7aMQdNM05rPkcHS1ethHUx,"chinese hip hop, taiwanese pop, mandopop, chinese r&b",54,322715,"[0.8, 0.7, 0.6, 0.8, 0.5]",ogs
787,Naomi Scott,30,5,163844,2479863,,,2Zi3RrdQqk63Xj0914STkS,,60,410474,"[0.6, 0.7, 0.9, 0.9, 0.9]",speechless
788,Yoga Lin,63,94,54842,2472146,,,1GPoTgvXd5OqZMF1akOsV2,"mandopop, taiwanese pop, c-pop, chinese r&b, cantopop, taiwanese indie",53,710421,"[0.3, 0.2, 0.7, 0.9, 0.9]",unrequited
789,G-Eazy,57,6,84403,2461311,,,02kJSzxNuaWGqwubyUba0Z,,76,6315575,"[0.7, 0.4, 0.8, 0.8, 0.8]","me, myself & i"
790,Marshmello,33,4,161465,2459818,,,64KEffDW9EtZ1y2vBYgq8T,edm,81,34522943,"[0.6, 0.5, 0.9, 0.9, 0.7]",here me
791,Adam Levine,101,8,66757,2454179,,,4bYPcJP5jwMhSivRcqie2n,,73,1065591,"[0.3, 0.3, 0.8, 0.7, 0.9]",lost stars
792,G.E.M.,45,104,76766,2451919,,,7aRC4L63dBn3CiLDuWaLSI,"mandopop, c-pop, cantopop, taiwanese pop, gufeng",66,3534422,"[0.4, 0.3, 0.8, 0.8, 0.9]",別勉強
794,Wham!,35,28,225328,2443673,,,5lpH0xAS4fVfLkACg9DAuM,christmas,74,3164287,"[0.4, 0.4, 0.9, 0.2, 0.8]",last christmas
795,Post Malone,22,5,194288,2443287,,,246dkjvS1zLTtiykXe5h60,,87,47826801,"[0.7, 0.4, 0.9, 0.9, 0.8]",goodbyes
796,Patrick Brasca,20,35,203932,2440298,,,1xCrrnnj9xif5G0y3ie5dM,"chinese r&b, chinese hip hop, mandopop, c-pop, taiwanese pop",58,175258,"[0.5, 0.3, 0.6, 0.8, 0.9]",最後一次心碎
797,Tate McRae,31,57,103505,2438523,,,45dkTj5sMRSjrmBSBeiHym,,90,9513840,"[0.6, 0.3, 0.8, 0.9, 0.9]",you broke me first
798,JJ Lin,49,26,95963,2438502,,,7Dx7RhX0mFuXhCOUgB01uM,"mandopop, c-pop, taiwanese pop",66,3944309,"[0.4, 0.3, 0.7, 0.8, 0.9]",黑夜問白天
799,Masked Wolf,27,21,153809,2436782,,,1uU7g3DNSbsu0QjSEqZtEd,,60,790559,"[0.8, 0.5, 0.8, 1.0, 0.7]",astronaut in the ocean
800,TAEYANG,23,87,120481,2436578,,,6udveWUgX4vu75FF0DTrXV,k-pop,65,1836122,"[0.4, 0.3, 0.7, 0.8, 0.9]","eyes, nose, lips kr ver"
801,姚晓棠,12,6,298094,2429943,,,011UpPnnyUWchmKVyFFByL,"mandopop, c-pop, gufeng",57,57493,"[0.5, 0.6, 0.5, 0.9, 1.0]",看着我的眼睛说
802,Crispy脆樂團,44,101,70997,2421103,,,5AO5nzx14PfLNfVgYVd0rw,"taiwanese indie, chinese indie, taiwanese pop, mandopop",49,72974,"[0.4, 0.2, 0.3, 0.7, 0.9]",黑暗的盡頭
803,The Weeknd,49,2,79061,2410896,,,1Xyo4u8uXC1ZmMpatF05PJ,,95,114144399,"[0.7, 0.7, 0.8, 0.9, 0.8]",cant feel my face
805,Alan Walker,27,7,145520,2409511,,,7vk5e3vY1uw9plTHJAMwjN,,79,41341777,"[0.9, 0.7, 0.8, 0.9, 0.7]",on my way
806,艾薇 Ivy,18,17,176541,2405314,,,0RaC2hXyniYsju0mCSNz90,"mandopop, c-pop, taiwanese pop, chinese r&b",52,71506,"[0.6, 0.3, 0.7, 0.9, 0.9]",失重前幸褔
807,Robin Schulz,51,4,75512,2404648,,,3t5xRXzsuZmMDkQzgOX35S,tropical house,76,3286343,"[0.8, 0.8, 0.8, 0.8, 0.3]",sugar
808,Jay Chou,20,3,331234,2404342,,,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.5, 0.2, 0.7, 0.6, 0.8]",cold hearted
810,Maroon 5,35,2,137552,2389721,,,04gDigrS5kc9YWfZHwBETP,pop,87,45987057,"[0.7, 0.6, 0.9, 0.7, 0.8]",dont wanna know
811,BSS,15,21,257164,2384406,,,1uAT5bTSp6dWbNmixIUP5t,k-pop,57,1212355,"[0.6, 0.8, 0.7, 0.8, 0.9]",the reasons of my smiles
812,Bazzi,40,4,111992,2383017,,,4GvEc3ANtPPjt1ZJllr5Zl,,68,5511647,"[0.4, 0.7, 0.8, 0.7, 0.8]",beautiful
813,NAYEON,21,12,190337,2373171,,,1VwDG9aBflQupaFNjUru9A,k-pop,62,3341399,"[0.9, 0.9, 0.9, 0.9, 0.9]",pop
814,Alec Benjamin,37,14,124922,2367567,,,5IH6FPUwQTxPSXurCrcIov,,73,5595229,"[0.3, 0.2, 0.7, 0.7, 0.8]",let me down slowly
815,瘦子E.SO,18,10,183545,2360324,,,2qXGNIlmY3JrYkxOWyXZsd,"chinese hip hop, mandopop, chinese r&b, taiwanese pop, c-pop",48,320740,"[0.6, 0.7, 0.7, 0.8, 0.7]",稱讚她的美
816,Eric Chou,53,25,89718,2357277,,,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.4, 0.6, 0.6, 0.8, 0.7]",永不失聯的愛
817,LISA,13,9,325646,2355380,,,5L1lO4eRHmJ7a0Q6csE5cT,k-pop,76,13456472,"[0.9, 0.7, 0.9, 1.0, 0.6]",new woman
818,Passenger,151,5,26335,2353929,,,0gadJ2b9A4SKsB1RFkBb66,folk pop,69,3771801,"[0.2, 0.3, 0.7, 0.7, 0.8]",let her go
819,Roddy Ricch,27,32,129412,2352509,,,757aE44tKEUQEqRuT6GnEB,melodic rap,75,11908992,"[0.7, 0.6, 0.8, 0.9, 0.5]",the box
820,Olivia Rodrigo,23,19,159308,2352021,,,1McMsnEElThX1knmY4oliG,,86,49537907,"[0.6, 0.4, 0.8, 0.9, 0.7]",deja vu
821,Magic Power,105,30,37884,2349952,,,5Oe7RWhaAXrwGILVChIQZQ,"mandopop, taiwanese pop, c-pop",44,107968,"[0.5, 0.4, 0.6, 0.7, 0.8]",我還是愛著你
822,Doja Cat,27,18,152347,2349084,,,5cj0lLjcoR7YOSnhnX0Po5,,87,35014111,"[0.7, 0.8, 0.9, 0.9, 0.7]",say so
823,Cheat Codes,49,16,101731,2345367,,,7DMveApC7UnC2NPfPvlHSU,,63,2101910,"[0.7, 0.6, 0.8, 0.8, 0.6]",no promises
824,Jess Lee,25,104,107163,2338332,,,02Cz717BTulFiQXUuIXH6n,"mandopop, taiwanese pop, c-pop",47,176419,"[0.3, 0.2, 0.6, 0.7, 0.9]",煎熬
825,Clean Bandit,41,11,105327,2337453,,,6MDME20pz9RveH9rEXvrOM,,75,6002085,"[0.5, 0.3, 0.8, 0.8, 0.7]",i miss you
826,Aimer,30,32,143252,2332039,,,0bAsR2unSRpn6BQPEnNlZm,"anime, j-pop, j-rock",66,2752994,"[0.9, 0.7, 0.7, 1.0, 0.9]",残響散歌
827,吳青峰,41,48,89975,2331861,,,5a5vu4RzsAHdKN0aYyblZ8,"mandopop, c-pop, chinese indie, taiwanese pop, gufeng",46,296625,"[0.4, 0.3, 0.4, 0.9, 0.9]",太空
828,sodagreen,57,10,71059,2331241,,,3WYT2b8pOLsLsqSaoWYr7U,"mandopop, taiwanese pop, c-pop, taiwanese indie, chinese rock",55,701662,"[0.3, 0.2, 0.5, 0.7, 0.9]",下雨的夜晚
829,Ricky Hsiao,23,11,206223,2329828,,,0E6oEhZZtQvj811iXQFLrB,"taiwanese pop, mandopop, c-pop",53,310701,"[0.4, 0.3, 0.4, 0.7, 0.9]","寫一條歌,寫你我爾爾"
830,Eric Chou,48,49,79877,2327892,,,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.3, 0.2, 0.7, 0.8, 0.9]",終於了解自由
831,Ariana Grande,34,9,216615,2327408,,,66CXWjxzNUsdJxJ2JdwvnR,pop,93,107849328,"[0.7, 0.8, 0.9, 0.9, 0.9]",santa tell me
832,Halsey,21,10,201823,2325654,,,26VFTg2z8YR0cCuwLzESi2,,82,22453066,"[0.6, 0.2, 0.8, 0.9, 0.9]",you should be sad
833,Benson Boone,24,99,117232,2324233,,,22wbnEMDvgVIAGdFeek6ET,,84,7199028,"[0.4, 0.3, 0.7, 1.0, 0.9]",slow it down
834,SEVENTEEN,18,8,320236,2313799,,,7nqOGRxlXj7N2JYbgNEjYH,k-pop,78,13739458,"[0.9, 0.9, 0.9, 1.0, 0.8]",god of music
835,EggPlantEgg,28,6,180465,2302494,,,6g641431O1Xkl7HAs2yFEg,"taiwanese indie, taiwanese pop, chinese indie, mandopop, chinese rock, c-pop",56,618624,"[0.6, 0.5, 0.5, 0.8, 0.9]",這款自作多情
837,DJ Khaled,25,6,141955,2297769,,,0QHgL1lAIqAw0HtD7YldmP,,74,12394030,"[0.8, 0.7, 0.9, 0.8, 0.8]",im the one
838,Eric Chou,36,46,121323,2294492,,,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.2, 0.3, 0.5, 0.8, 0.9]",小時候的我們
